Star ,RA,Dec,Vmag,Bmag,Umag
 6019,  -7.078,   6.985,18.486,19.021,19.055
 6022,   0.648,  -0.905,18.626,19.255,19.032
 6023,   6.157,  -6.515,14.745,15.595,15.928
 6025,  -0.764,   0.527,18.502,18.969,18.867
 6033,  -7.728,   7.614,18.049,18.700,18.676
 6039,  -0.207,  -0.083,18.507,19.043,18.853
 6041,  -5.075,   4.870,13.352,14.447,15.250
 6044,  -0.608,   0.305,17.693,18.306,18.194
 6048,   4.317,  -4.714,18.615,19.382,19.130
 6053,   8.271,  -8.739,17.967,18.653,18.675
 6057,  -3.566,   3.294,17.871,18.543,18.574
 6058,   3.667,  -4.079,14.833,15.731,16.079
 6065,   4.831,  -5.288,18.156,18.730,18.565
 6070,  -3.334,   3.016,18.880,19.459,19.253
 6073,  -1.081,   0.709,18.009,18.704,18.670
 6075,   1.506,  -1.931,18.363,18.987,18.789
 6077,  -0.413,   0.023,18.644,19.244,19.171
 6082,  -9.276,   9.057,15.609,16.434,16.669
 6088,   0.598,  -1.039,18.881,19.441,19.161
 6090,   7.144,  -7.702,17.268,17.985,18.054
 6095,   3.392,  -3.920,18.640,19.132,18.982
 6098,  -0.968,   0.507,17.802,18.549,18.471
 6102,   0.962,  -1.473,18.653,19.018,19.083
 6105,   1.143,  -1.669,16.990,17.044,16.797
 6111,  -0.162,  -0.351,17.529,18.256,18.161
 6115,   0.721,  -1.255,17.768,18.435,18.410
 6116,  -3.148,   2.681,18.896,19.333,19.304
 6117,  -0.051,  -0.478,18.778,19.224,18.906
 6121,  -4.930,   4.486,15.570,16.421,16.606
 6122,  -0.574,   0.038,17.526,18.087,17.846
 6124,  -0.868,   0.332,18.838,19.348,19.191
 6125,   3.611,  -4.229,17.614,18.278,18.239
 6127,  -2.287,   1.762,16.953,17.592,17.563
 6129,   2.096,  -2.707,18.993,19.456,19.411
 6140,   3.700,  -4.367,17.499,18.154,18.157
 6143,  -0.551,  -0.050,17.804,18.444,18.302
 6149,  -3.161,   2.597,18.419,19.056,19.006
 6155,  -0.967,   0.344,18.827,19.320,19.053
 6158,  -2.027,   1.415,18.886,19.222,19.276
 6160,  -1.245,   0.610,18.964,19.385,19.332
 6166,  -0.719,   0.069,18.064,18.649,18.622
 6168,  -6.220,   5.680,18.810,19.205,19.185
 6170,  -7.331,   6.805,18.367,18.972,18.825
 6174,   0.716,  -1.420,16.010,16.135,16.487
 6175,   4.047,  -4.811,18.417,18.933,18.873
 6180,  -1.729,   1.049,18.309,19.042,18.907
 6183,  -2.474,   1.804,16.417,17.161,17.306
 6189,  -1.468,   0.771,18.322,18.924,18.743
 6192,   4.261,  -5.067,17.013,17.061,16.823
 6194,   0.021,  -0.767,17.350,18.019,17.947
 6195,  -7.693,   7.101,18.906,19.521,19.338
 6196,   0.899,  -1.666,18.773,19.208,19.212
 6198,  -0.055,  -0.704,18.242,18.718,18.857
 6199,  -0.918,   0.171,18.963,19.334,19.162
 6202,  -1.003,   0.247,18.287,18.818,18.674
 6206,   0.194,  -0.979,18.953,18.963,18.288
 6212,   7.215,  -8.139,16.926,17.689,17.724
 6214,  -4.046,   3.317,18.264,18.745,18.652
 6215,  -0.802,   0.003,18.036,18.041,17.447
 6217, -11.500,  10.926,16.082,16.864,16.985
 6221,  -0.626,  -0.190,18.285,18.826,18.547
 6226,  -3.429,   2.648,16.714,17.435,17.526
 6230,  -1.527,   0.698,18.875,19.389,19.278
 6234,   0.764,  -1.652,16.386,17.194,17.250
 6235,  -5.797,   5.031,18.687,19.313,18.968
 6236,   3.439,  -4.385,18.069,18.777,18.814
 6240,  -2.152,   1.282,18.913,19.221,18.961
 6247,  -7.575,   6.790,18.752,19.356,19.179
 6248,  -1.037,   0.117,18.458,19.032,18.835
 6250,  -0.577,  -0.355,18.275,18.507,18.646
 6251,  -1.282,   0.359,18.184,18.885,18.743
 6260,   2.536,  -3.553,18.568,19.169,19.106
 6261,   9.620, -10.749,16.552,17.333,17.443
 6265,  -0.986,   0.018,18.664,19.071,19.057
 6267,  -1.712,   0.747,18.407,19.040,18.890
 6271,  -8.738,   7.902,18.857,19.378,19.307
 6272, -13.069,  12.335,18.686,19.233,19.125
 6274,  -0.920,  -0.086,17.482,17.429,17.083
 6286,   2.219,  -3.307,18.773,19.235,19.142
 6288,  -1.388,   0.363,18.182,18.772,18.551
 6289,  -1.981,   0.967,18.968,19.573,19.416
 6290,  -0.472,  -0.573,13.743,14.757,15.461
 6292,  -1.570,   0.540,16.961,17.662,17.681
 6296,  -0.234,  -0.825,18.909,19.451,19.334
 6305,  -5.201,   4.223,17.910,18.639,18.220
 6307,   2.561,  -3.697,18.952,19.508,19.362
 6309,  -3.484,   2.455,18.728,19.198,19.145
 6310,  -3.370,   2.335,18.861,19.300,19.270
 6313,  -7.419,   6.459,14.777,15.668,16.032
 6325,  -6.646,   5.643,18.980,19.510,19.328
 6326,  -3.058,   1.979,18.576,19.041,18.942
 6329,   1.263,  -2.439,18.656,19.141,18.949
 6330,  -0.044,  -1.113,18.520,19.225,19.047
 6332,  -6.778,   5.744,18.713,19.244,19.157
 6345,   8.409,  -9.753,18.454,19.196,19.153
 6350,  -1.111,  -0.088,17.827,17.900,18.083
 6353,  -9.126,   8.090,17.854,17.915,17.406
 6354,   0.561,  -1.801,18.730,19.228,19.011
 6358,  -3.804,   2.641,16.743,17.488,17.562
 6359,  -0.042,  -1.195,18.460,18.894,18.766
 6360,  -6.198,   5.078,18.762,19.425,19.340
 6364,   0.022,  -1.270,18.261,18.773,18.624
 6367,  -2.032,   0.809,18.748,19.350,19.167
 6368,  -0.730,  -0.520,18.763,19.293,18.904
 6369,  -4.964,   3.788,18.679,19.194,18.982
 6377,  -0.352,  -0.931,18.725,19.248,19.073
 6383,  -1.862,   0.583,18.435,19.039,18.917
 6389,  -9.797,   8.679,18.936,19.403,19.242
 6392,   5.160,  -6.584,17.430,18.128,18.229
 6396,   5.383,  -6.828,17.518,18.263,18.324
 6402,  -1.705,   0.374,18.412,18.934,18.746
 6404,  -8.896,   7.711,18.332,19.013,18.981
 6406, -12.431,  11.324,18.901,19.314,19.316
 6408,  -6.996,   5.749,18.671,19.269,19.153
 6411,   2.074,  -3.506,17.280,17.942,17.916
 6412,  -0.472,  -0.915,18.338,18.975,18.569
 6413,  -2.348,   0.995,18.978,19.501,19.224
 6417,   2.749,  -4.224,17.564,18.242,18.290
 6419, -11.204,   9.999,18.513,19.111,19.098
 6424,   1.713,  -3.199,17.131,17.794,17.788
 6430,   2.252,  -3.769,18.227,18.899,18.873
 6433,  -1.306,  -0.155,17.227,17.686,17.677
 6434,   4.572,  -6.136,18.298,18.944,18.981
 6436,  -6.801,   5.450,18.896,19.467,19.376
 6440,   6.255,  -7.859,16.541,17.285,17.453
 6442, -12.807,  11.581,18.487,19.106,19.021
 6447,  -3.701,   2.255,18.700,19.222,18.874
 6450,  -0.681,  -0.826,16.935,16.955,16.712
 6452,  -1.041,  -0.460,17.929,18.419,18.309
 6453,   1.377,  -2.923,18.716,19.271,19.134
 6458,  -7.230,   5.840,18.470,19.124,19.060
 6460, -10.257,   8.925,18.585,19.203,19.062
 6469,  -3.426,   1.926,18.727,19.061,19.015
 6471,  -0.131,  -1.437,18.364,18.997,18.898
 6472,   2.361,  -3.982,17.381,18.085,18.159
 6474,  -8.027,   6.610,15.939,16.723,16.895
 6475,  -1.436,  -0.120,16.463,17.634,17.879
 6480,  -4.689,   3.177,17.471,18.203,18.148
 6488,   0.195,  -1.832,18.486,18.975,18.818
 6498,  -1.557,  -0.081,17.677,17.896,17.862
 6502,  -1.860,   0.219,18.448,19.075,19.013
 6507,   8.146,  -9.962,18.812,19.544,19.553
 6510,   4.371,  -6.133,17.948,18.620,18.657
 6513,  -9.291,   7.792,18.958,19.434,19.341
 6520,  -4.560,   2.942,18.920,19.337,19.306
 6521, -11.160,   9.688,18.635,19.204,19.075
 6523,  -2.369,   0.696,18.575,19.047,18.889
 6525,  -7.461,   5.885,17.100,17.806,17.846
 6527,  -1.643,  -0.070,18.930,19.162,19.277
 6530,   1.107,  -2.879,18.602,18.958,18.945
 6532,   4.779,  -6.620,17.814,18.465,18.433
 6536,   7.605,  -9.500,18.215,18.939,18.924
 6539,  -1.383,  -0.368,18.513,18.951,18.786
 6541,  -0.482,  -1.297,17.350,18.405,18.078
 6546,  -2.289,   0.522,18.835,19.357,19.193
 6553,  -1.538,  -0.271,17.266,17.692,17.778
 6561,  -3.060,   1.260,18.859,19.470,19.252
 6565,   2.163,  -4.076,18.977,19.367,19.321
 6572,  -6.194,   4.426,18.789,19.162,19.161
 6575,  -0.845,  -1.040,17.360,17.988,17.968
 6583,   9.139, -11.198,18.307,18.559,18.742
 6586,  -4.207,   2.368,17.664,17.672,17.209
 6588,  -0.367,  -1.558,18.509,19.223,18.976
 6589,  -8.302,   6.536,18.414,19.023,18.974
 6593,  -0.104,  -1.838,18.979,19.696,19.393
 6596,  -7.956,   6.160,18.892,19.420,19.207
 6601,  -1.162,  -0.797,18.886,19.628,19.395
 6602, -12.996,  11.293,17.628,17.626,17.177
 6603,  -9.017,   7.213,18.487,19.001,18.873
 6604,  -0.664,  -1.314,18.767,19.446,19.327
 6612,  -7.130,   5.267,18.948,19.401,19.378
 6614,  -7.251,   5.387,18.990,19.723,19.466
 6617,  -1.262,  -0.730,17.368,18.107,18.144
 6621,  -2.297,   0.318,18.212,18.873,18.670
 6622, -13.692,  11.970,18.905,19.493,19.376
 6623,   5.987,  -8.114,18.100,18.777,18.748
 6634,   0.497,  -2.587,18.784,19.296,19.208
 6637,   6.833,  -9.039,18.512,19.078,19.097
 6639,  -1.166,  -0.921,18.049,18.703,18.614
 6644,  -1.092,  -1.008,18.821,19.322,19.305
 6651,  -8.405,   6.430,17.209,17.837,17.825
 6653, -11.055,   9.135,15.766,16.129,16.410
 6654,  -0.028,  -2.131,17.860,18.578,18.555
 6664,  -2.779,   0.653,18.384,19.006,18.961
 6670,  -9.083,   7.087,18.575,19.083,19.109
 6672,  -0.614,  -1.565,18.657,19.244,19.010
 6676,  -0.737,  -1.457,18.931,19.454,19.216
 6685,   0.664,  -2.903,18.261,18.861,18.814
 6690,  -2.265,   0.066,18.466,19.018,18.845
 6695,  -2.129,  -0.093,18.146,18.837,18.841
 6696,   3.617,  -5.941,17.589,18.327,18.340
 6703,  -1.309,  -0.943,18.013,19.030,18.900
 6711,  -1.516,  -0.750,17.601,18.351,18.342
 6719,  -0.919,  -1.374,17.986,18.747,18.677
 6737, -10.976,   8.818,18.894,19.392,19.315
 6739,  -2.075,  -0.277,18.036,18.812,18.710
 6748,  -5.603,   3.294,18.569,19.048,19.252
 6757,  -1.714,  -0.714,18.627,18.870,18.962
 6760,   4.982,  -7.532,18.322,18.899,18.892
 6761,   3.877,  -6.411,18.840,19.305,19.302
 6765,  -0.184,  -2.297,17.520,18.229,18.205
 6768,  -7.018,   4.667,17.068,17.781,17.806
 6770,  -1.474,  -1.000,18.462,19.031,18.965
 6772,  -1.231,  -1.252,14.894,15.787,16.043
 6776,  -1.028,  -1.468,18.078,18.724,18.716
 6778,   7.540, -10.179,18.972,19.423,19.364
 6780,  -6.161,   3.760,18.287,19.003,18.995
 6786,  -2.775,   0.296,18.841,19.284,19.265
 6790,  -5.546,   3.112,18.961,19.427,19.363
 6803,   5.921,  -8.596,17.566,18.295,18.325
 6806,  -4.044,   1.542,18.615,19.198,19.029
 6808,   1.298,  -3.905,18.734,19.173,19.233
 6819,  -3.996,   1.448,18.742,19.292,19.213
 6826,   1.934,  -4.619,18.130,18.777,18.780
 6828,  -0.724,  -1.923,17.674,18.309,18.229
 6832,   5.768,  -8.530,18.076,18.760,18.797
 6833,  -1.182,  -1.468,15.876,16.727,16.876
 6840,   1.093,  -3.808,18.196,18.851,18.777
 6841,   0.019,  -2.718,16.846,17.529,17.612
 6844,  -1.433,  -1.246,18.944,20.858,20.851
 6850,  -4.121,   1.475,18.765,19.176,19.071
 6851,  -0.130,  -2.596,18.812,19.220,19.031
 6859,   0.233,  -2.977,17.239,17.948,18.065
 6862,   2.343,  -5.133,18.615,19.175,19.085
 6863,  -2.882,   0.185,18.966,19.764,19.741
 6865,   1.745,  -4.549,18.989,19.602,19.398
 6867,   5.021,  -7.886,18.743,19.295,19.279
 6871,  -2.414,  -0.331,16.045,16.145,16.483
 6873,  -0.790,  -1.999,17.922,18.559,18.480
 6883,  -8.215,   5.558,18.626,19.246,19.088
 6888,  -3.450,   0.672,18.089,18.681,18.752
 6890,  -1.093,  -1.737,18.966,19.225,19.321
 6891,   1.253,  -4.126,18.643,19.175,19.110
 6893,  -3.928,   1.150,18.914,19.447,19.373
 6898,  -8.696,   6.001,15.843,16.630,16.863
 6899,   7.458, -10.449,18.921,19.371,19.352
 6900,  -1.455,  -1.399,18.641,19.456,19.216
 6904,   0.289,  -3.188,17.545,18.277,18.280
 6912,   7.237, -10.261,18.745,19.388,19.309
 6919,   6.623,  -9.674,16.700,16.741,16.650
 6920,  -4.597,   1.732,18.304,18.501,18.662
 6928,  -3.584,   0.681,14.214,15.188,15.684
 6936,   2.452,  -5.488,18.937,19.416,19.377
 6937,  -2.345,  -0.607,15.810,16.308,16.477
 6938,  -3.806,   0.881,18.867,19.303,19.136
 6939,  -0.618,  -2.374,18.794,19.318,19.270
 6944,  -4.996,   2.071,17.727,19.281,18.312
 6947,  -3.207,   0.239,13.977,14.989,15.554
 6952,  -4.967,   2.018,18.483,18.414,18.185
 6954,  -4.275,   1.307,15.915,16.088,16.459
 6960,   4.376,  -7.520,17.873,18.625,18.638
 6962,  -5.716,   2.753,16.748,17.518,17.541
 6970,  -8.636,   5.710,18.780,19.381,19.359
 6974,   1.489,  -4.629,17.891,18.555,18.553
 6977,  -0.761,  -2.354,16.910,16.950,16.780
 6981,   6.071,  -9.297,18.751,19.313,19.084
 6982,  -4.105,   1.054,16.617,17.362,17.454
 6985,  -3.603,   0.533,18.590,19.271,19.134
 6987,   1.224,  -4.404,18.619,19.167,19.059
 6988,  -2.181,  -0.948,18.838,19.373,19.318
 6990,  -6.270,   3.218,16.023,16.439,16.633
 6992,   6.926, -10.215,16.676,17.423,17.529
 6993,  -1.591,  -1.561,18.364,19.244,18.870
 6997,  -5.922,   2.851,18.080,18.665,18.655
 6999,   0.223,  -3.418,17.846,18.571,18.519
 7000,  -1.715,  -1.445,18.292,18.899,18.741
 7001, -10.194,   7.214,15.604,16.423,16.663
 7003,  -0.126,  -3.070,16.518,17.331,17.415
 7005,  -2.445,  -0.712,18.346,18.849,19.066
 7007,  -7.928,   4.884,18.396,19.022,18.940
 7013,  -9.432,   6.391,18.585,19.207,19.154
 7014,   2.649,  -5.931,18.488,19.080,19.092
 7015,  -5.348,   2.214,18.558,19.068,18.952
 7020,   1.717,  -4.996,18.095,18.736,18.759
 7021,   5.983,  -9.329,18.050,18.698,18.686
 7028,  -3.018,  -0.206,17.340,18.112,18.156
 7029,   1.941,  -5.262,18.960,19.649,19.470
 7033, -11.631,   8.578,18.373,19.005,19.023
 7035,  -6.695,   3.520,17.368,18.115,18.159
 7040,  -2.196,  -1.081,18.622,19.097,18.970
 7045,  -4.647,   1.404,18.768,19.245,19.134
 7059,   0.381,  -3.751,15.804,16.040,16.357
 7061,  -0.951,  -2.403,18.974,19.407,19.353
 7063,   7.235, -10.720,18.120,18.800,18.786
 7065,  -8.553,   5.345,18.540,19.089,19.006
 7071,   3.576,  -7.027,17.751,18.485,18.506
 7073,  -9.865,   6.655,17.409,17.402,17.055
 7075,  -3.708,   0.360,17.448,18.132,18.170
 7078,  -4.534,   1.175,16.944,17.630,17.703
 7079, -11.388,   8.183,18.964,19.514,19.412
 7089,  -1.046,  -2.414,18.119,18.842,18.810
 7095,  -0.711,  -2.800,18.904,19.363,19.259
 7097,   0.366,  -3.901,18.825,19.512,19.290
 7098,  -3.472,   0.006,18.627,19.181,18.992
 7099, -12.776,   9.522,18.900,19.328,19.328
 7103,  -2.580,  -0.916,18.783,19.184,18.921
 7116,   1.812,  -5.409,18.750,19.207,19.171
 7128,   0.447,  -4.060,18.764,19.276,19.218
 7134,  -8.887,   5.447,18.885,19.426,19.357
 7135,   5.003,  -8.708,17.021,17.713,17.782
 7145,  -6.068,   2.520,18.174,18.826,18.776
 7148,  -2.001,  -1.639,17.088,17.799,17.898
 7156,  -4.640,   1.031,18.053,17.991,17.540
 7160,  -1.377,  -2.303,18.498,19.075,18.950
 7161,  -2.675,  -0.982,18.529,19.138,19.067
 7165,   0.500,  -4.221,15.747,16.486,16.633
 7175,  -1.479,  -2.242,18.511,19.110,19.025
 7185,  -0.713,  -3.068,18.419,19.116,18.832
 7186,  -4.722,   1.013,18.876,19.654,19.231
 7207,   5.992,  -9.950,18.591,19.217,19.090
 7227,  -2.061,  -1.836,18.411,19.068,18.753
 7231,   0.463,  -4.439,18.454,19.171,19.024
 7236,   0.694,  -4.709,18.716,19.453,19.207
 7237,  -3.773,  -0.161,18.917,19.503,19.438
 7242,   1.709,  -5.756,18.520,18.821,18.918
 7255,  -0.120,  -3.936,17.749,18.675,18.424
 7257,  -0.466,  -3.586,18.783,19.326,19.400
 7258,  -2.548,  -1.467,18.225,19.184,18.972
 7260,  -3.010,  -1.004,18.759,19.260,19.172
 7270,  -2.538,  -1.520,18.587,18.980,18.886
 7271,  -4.379,   0.354,18.659,19.199,19.111
 7278,  -2.381,  -1.704,18.940,19.554,19.360
 7279,   5.271,  -9.486,18.953,19.528,19.377
 7281,  -0.056,  -4.086,18.774,19.237,19.150
 7283, -13.761,   9.918,18.613,19.251,19.144
 7286,   2.874,  -7.079,18.996,19.565,19.482
 7291,   4.424,  -8.672,18.690,19.302,19.231
 7292,  -3.217,  -0.909,17.297,18.020,17.990
 7296,  -4.188,   0.076,18.238,18.921,18.883
 7309,  -0.914,  -3.304,18.985,19.504,19.401
 7312,  -4.771,   0.612,18.962,19.567,19.461
 7313,  -2.021,  -2.193,15.433,16.173,16.339
 7319,  -1.446,  -2.800,18.112,18.692,18.665
 7326,  -6.200,   2.027,18.669,19.266,19.159
 7329,  -1.974,  -2.302,18.373,18.545,18.074
 7334,   0.824,  -5.183,17.627,18.341,18.303
 7342,  -1.537,  -2.806,18.481,19.506,19.148
 7350,  -4.539,   0.242,18.215,18.880,18.844
 7359,  -3.261,  -1.109,18.605,19.250,18.965
 7361,   1.693,  -6.157,18.794,19.351,19.187
 7363,   7.388, -11.935,16.727,17.531,17.622
 7373,  -3.340,  -1.060,18.715,19.282,19.211
 7377, -11.820,   7.599,18.963,19.495,19.443
 7384,  -9.043,   4.739,15.631,16.466,16.662
 7388,  -0.912,  -3.565,18.816,19.343,19.175
 7389,  -5.498,   1.110,18.982,19.402,19.328
 7390,  -3.829,  -0.594,18.873,19.357,19.218
 7399,  -1.343,  -3.161,18.407,18.931,18.824
 7402,  -0.211,  -4.327,18.584,19.049,18.935
 7403, -12.714,   8.445,18.540,19.066,18.949
 7404,  -1.738,  -2.777,16.439,17.165,17.254
 7411,   3.315,  -7.936,17.989,18.646,18.626
 7424,  -8.810,   4.374,17.229,17.929,17.992
 7429,   5.132,  -9.847,16.873,17.628,17.724
 7431,  -4.059,  -0.505,18.947,19.497,19.397
 7438,  -3.230,  -1.380,15.947,16.130,16.457
 7451,  -7.347,   2.779,17.601,18.228,18.239
 7465,   0.323,  -5.077,17.325,18.069,18.086
 7466,   0.180,  -4.933,16.906,17.669,17.690
 7473,  -8.117,   3.491,15.866,16.101,16.420
 7478,   3.206,  -8.068,18.827,19.233,18.892
 7479,  -3.352,  -1.403,18.644,19.258,19.431
 7482,  -9.893,   5.272,18.433,19.093,19.048
 7488,   1.539,  -6.413,16.853,17.530,17.555
 7494,  -5.615,   0.855,18.584,19.056,18.942
 7495,  -2.583,  -2.238,18.960,19.458,19.375
 7502,  -7.838,   3.105,17.847,18.552,18.523
 7504,   4.965,  -9.930,18.854,19.329,19.345
 7510,   1.263,  -6.188,18.765,18.639,18.506
 7520,  -6.027,   1.190,17.233,17.902,17.913
 7523,  -3.752,  -1.137,17.606,18.299,18.199
 7528, -13.344,   8.668,18.188,18.866,18.836
 7535,   1.216,  -6.231,18.109,18.630,18.450
 7551,   0.820,  -5.878,18.742,19.229,19.134
 7552,  -5.263,   0.312,18.746,19.264,19.145
 7558,  -7.254,   2.326,18.458,19.114,19.129
 7560,  -4.563,  -0.428,18.885,19.401,19.200
 7561,  -2.257,  -2.784,18.469,19.022,19.020
 7562,  -4.492,  -0.505,17.689,18.374,18.433
 7563,  -3.970,  -1.049,17.177,17.908,17.942
 7570,  -7.424,   2.452,18.959,19.555,19.512
 7572,  -0.866,  -4.238,18.760,19.320,19.505
 7579,  -8.647,   3.688,17.761,18.454,18.466
 7583,   3.253,  -8.455,16.438,16.497,16.540
 7586,  -5.487,   0.414,18.945,19.237,19.250
 7590,  -4.181,  -0.929,18.344,18.924,18.760
 7593,  -8.834,   3.821,18.807,19.267,19.150
 7595,  -5.858,   0.774,16.347,17.107,17.258
 7604,   4.038,  -9.330,18.982,19.462,19.276
 7607,  -5.563,   0.422,18.900,19.501,19.366
 7608, -10.840,   5.817,18.834,19.260,19.236
 7610,  -6.048,   0.911,15.935,16.173,16.511
 7613,  -7.798,   2.691,18.025,18.672,18.716
 7629,  -6.852,   1.672,18.336,18.771,18.694
 7638,  -8.670,   3.514,16.847,16.876,16.791
 7639,  -1.737,  -3.573,16.697,16.809,16.940
 7641,   7.474, -12.921,15.889,16.731,16.893
 7647,  -5.773,   0.519,18.129,18.878,18.821
 7650, -15.381,  10.361,18.895,19.459,19.330
 7653,  -0.924,  -4.437,18.554,19.058,19.035
 7656,  -1.362,  -3.998,17.418,18.085,18.060
 7666,  -7.421,   2.151,18.763,19.325,19.172
 7667,   4.949, -10.440,18.661,19.175,19.087
 7668,  -8.072,   2.807,18.957,19.543,19.268
 7669,   3.492,  -8.974,15.474,16.313,16.567
 7670,  -1.832,  -3.583,18.629,19.243,19.163
 7674,  -5.719,   0.365,18.507,19.121,19.033
 7675, -13.051,   7.873,18.163,18.773,18.725
 7685,  -6.672,   1.311,18.437,19.050,18.935
 7689,  -1.215,  -4.258,18.924,19.343,19.246
 7695,   4.105,  -9.675,16.043,16.171,16.568
 7706,  -4.530,  -0.932,16.982,17.732,17.747
 7708,   3.929,  -9.535,18.680,19.309,19.163
 7709,  -5.819,   0.375,18.852,19.422,19.286
 7711,  -3.527,  -1.966,15.875,16.669,16.878
 7714,  -3.712,  -1.784,18.504,19.037,18.715
 7718,  -2.392,  -3.143,14.262,15.243,15.749
 7725,  -1.314,  -4.262,18.425,19.052,18.953
 7729,  -3.265,  -2.306,18.265,18.914,18.912
 7730,  -3.040,  -2.548,18.663,19.213,19.023
 7731,  -3.968,  -1.616,18.990,19.481,19.388
 7732,  -2.748,  -2.862,18.933,19.322,19.261
 7734,  -9.844,   4.374,17.839,18.502,18.519
 7735,  -5.522,  -0.050,18.936,19.467,19.384
 7738,   0.513,  -6.206,17.588,17.678,17.261
 7742,  -4.820,  -0.796,18.715,19.372,19.141
 7756,   1.130,  -6.898,18.763,19.370,19.263
 7758,  -0.397,  -5.360,16.909,17.668,17.740
 7762,   3.974,  -9.822,18.184,18.888,18.881
 7764,  -0.700,  -5.086,17.172,17.902,17.914
 7771,  -5.137,  -0.587,18.236,18.796,18.721
 7774,  -4.482,  -1.273,18.537,19.033,18.897
 7775,  -2.045,  -3.757,17.685,18.349,18.434
 7777, -12.259,   6.681,18.888,19.411,19.358
 7779,  -7.582,   1.866,17.968,18.610,18.633
 7782, -11.135,   5.492,18.661,19.201,19.116
 7783,  -3.603,  -2.213,15.104,15.875,16.127
 7784,   2.545,  -8.465,17.473,18.186,18.244
 7789,   0.729,  -6.638,18.751,19.190,19.124
 7802,  -7.440,   1.631,14.624,15.533,15.932
 7803,  -6.394,   0.559,18.631,18.865,18.843
 7814,  -6.447,   0.562,18.963,20.451,19.898
 7817,  -4.724,  -1.201,18.155,18.842,18.823
 7819,  -6.688,   0.793,18.827,19.486,19.330
 7821,   1.078,  -7.125,18.738,19.256,19.285
 7823,   0.979,  -7.032,16.328,17.091,17.261
 7828,  -7.712,   1.807,15.846,16.196,16.356
 7830,   1.835,  -7.926,15.536,16.352,16.610
 7840, -12.675,   6.855,18.819,19.443,19.312
 7842,  -3.566,  -2.470,18.783,19.291,18.941
 7850,  -6.758,   0.766,18.770,19.185,19.045
 7858,   5.137, -11.347,17.935,18.592,18.552
 7878,   1.575,  -7.807,18.939,19.456,19.329
 7889,  -5.422,  -0.715,18.391,18.783,18.847
 7896,  -4.866,  -1.312,18.732,19.232,19.119
 7904,  -5.049,  -1.150,18.632,19.062,18.965
 7908,   5.025, -11.407,18.810,19.455,19.252
 7914,  -1.790,  -4.513,18.572,18.550,17.941
 7919,  -6.958,   0.749,18.578,19.165,19.076
 7934,  -5.365,  -0.927,18.682,19.245,19.153
 7936,  -3.144,  -3.195,18.861,19.413,19.361
 7944,  -6.160,  -0.143,18.451,18.747,18.628
 7945, -15.229,   9.150,18.696,18.653,18.050
 7947,   3.802, -10.293,18.625,19.244,19.238
 7950,  -8.433,   2.149,18.227,18.911,18.797
 7956,  -7.958,   1.637,18.987,19.493,19.440
 7964,  -2.993,  -3.440,17.675,18.311,18.393
 7971,  -0.787,  -5.714,17.831,18.484,18.458
 7974,  -4.165,  -2.287,17.749,18.373,18.252
 7983,  -3.107,  -3.382,18.488,19.391,19.011
 7988,  -7.236,   0.809,18.222,18.906,18.810
 7994, -10.607,   4.238,18.972,19.491,19.352
 7995, -13.033,   6.726,18.889,19.370,19.344
 8000, -12.924,   6.608,18.871,19.438,19.381
 8012,  -6.276,  -0.239,18.508,18.915,18.834
 8024,   1.032,  -7.704,18.909,19.496,19.198
 8033,   6.740, -13.541,18.811,19.363,19.240
 8040,  -4.788,  -1.860,16.064,16.432,16.621
 8042,  -4.261,  -2.405,18.218,18.821,18.826
 8047,  -3.411,  -3.288,17.653,18.369,18.405
 8059,   2.199,  -9.031,18.848,19.426,19.292
 8067, -10.144,   3.514,18.711,19.314,19.222
 8068,  -4.641,  -2.115,18.561,19.053,19.078
 8070,  -6.239,  -0.489,18.862,19.409,19.312
 8075,  -5.511,  -1.258,17.416,18.099,18.140
 8082,  -3.080,  -3.749,18.510,18.994,18.772
 8090,  -4.197,  -2.654,16.844,17.644,17.714
 8094, -16.132,   9.569,17.365,17.331,17.021
 8095,  -7.532,   0.741,15.974,16.121,16.494
 8102, -15.200,   8.580,17.611,18.310,18.325
 8106,  -6.231,  -0.634,18.294,18.935,18.907
 8107, -10.423,   3.652,15.041,15.183,15.637
 8109,  -5.059,  -1.839,18.354,18.730,18.728
 8117,  -2.864,  -4.107,18.557,19.285,19.143
 8118,  -5.516,  -1.414,17.726,18.387,18.310
 8124, -11.387,   4.565,18.837,19.487,19.348
 8129,  -6.053,  -0.913,18.053,18.746,18.606
 8132,  -8.504,   1.585,18.963,19.683,19.528
 8134,  -6.637,  -0.325,18.623,19.171,19.147
 8138,   4.742, -11.900,18.871,19.360,19.251
 8143,  -0.050,  -7.053,18.115,18.846,18.805
 8146,  -1.891,  -5.194,17.334,17.504,17.697
 8151,  -3.586,  -3.488,14.111,15.104,15.618
